packageId,dateIssued,granuleClass,title
CREC-2023-01-17,2023-01-17,SENATE,"Recess Until Friday, January 20, 2023, At 1 P.M."
CREC-2023-01-17,2023-01-17,SENATE,Appointment Of Acting President Pro Tempore
CREC-2023-01-17,2023-01-17,SENATE,Senate
CREC-2023-01-17,2023-01-17,SENATE,Congressional Record
CREC-2023-01-17,2023-01-17,HOUSE,"Petitions, Etc."
CREC-2023-01-17,2023-01-17,HOUSE,Additional Sponsors
CREC-2023-01-17,2023-01-17,HOUSE,Constitutional Authority And Single Subject Statements
CREC-2023-01-17,2023-01-17,HOUSE,Public Bills And Resolutions
CREC-2023-01-17,2023-01-17,HOUSE,"Executive Communications, Etc."
CREC-2023-01-17,2023-01-17,HOUSE,Adjournment
CREC-2023-01-17,2023-01-17,HOUSE,Pledge Of Allegiance
CREC-2023-01-17,2023-01-17,HOUSE,The Journal
CREC-2023-01-17,2023-01-17,HOUSE,Prayer
CREC-2023-01-17,2023-01-17,HOUSE,Designation Of The Speaker Pro Tempore
CREC-2023-01-17,2023-01-17,HOUSE,House Of Representatives
CREC-2023-01-17,2023-01-17,HOUSE,Congressional Record
CREC-2023-01-17,2023-01-17,EXTENSIONS,Recognizing The Second Street Dairy Queen On Being Named Number One Store In The Nation
CREC-2023-01-17,2023-01-17,EXTENSIONS,Introduction Of The Securities And Exchange Commission Real Estate Leasing Authority Revocation Act
CREC-2023-01-17,2023-01-17,EXTENSIONS,Hometown Hero--Tom Landis
CREC-2023-01-17,2023-01-17,EXTENSIONS,"Honoring The Heroism Of Captain E. Royce Williams, Usn (Ret.) Of Escondido"
CREC-2023-01-17,2023-01-17,EXTENSIONS,Recognizing The Life Of Dr. Daniel Holsenbeck
CREC-2023-01-17,2023-01-17,EXTENSIONS,Honoring Steve Foshee On His Retirement From Tombigbee Electric Cooperative
CREC-2023-01-17,2023-01-17,EXTENSIONS,Hometown Hero--Nicole Maucere Jackson
CREC-2023-01-17,2023-01-17,EXTENSIONS,Recognizing Self-Help Enterprises
CREC-2023-01-17,2023-01-17,EXTENSIONS,Honoring Donald Overcash
CREC-2023-01-17,2023-01-17,EXTENSIONS,Honoring The Retirement Of Senator Jimmy Holley
CREC-2023-01-17,2023-01-17,EXTENSIONS,Hometown Hero--Anna Salton Eisen
CREC-2023-01-17,2023-01-17,EXTENSIONS,Honoring Gloria Oliveros
CREC-2023-01-17,2023-01-17,EXTENSIONS,Recognizing Representative Pantelakos For 44 Years Of Service To New Hampshire
CREC-2023-01-17,2023-01-17,EXTENSIONS,Introduction Of The District Of Columbia Prosecutor Home Rule Act Of 2023
CREC-2023-01-17,2023-01-17,EXTENSIONS,Hometown Hero--Shraavya Pydisetti
CREC-2023-01-17,2023-01-17,DAILYDIGEST,Daily Digest/Next Meeting Of The Senate + Next Meeting Of The House Of Representatives + Other End Matter
CREC-2023-01-17,2023-01-17,DAILYDIGEST,Daily Digest/Committee Meetings For 2023-01-20
CREC-2023-01-17,2023-01-17,DAILYDIGEST,Daily Digest/House Committee Meetings
CREC-2023-01-17,2023-01-17,DAILYDIGEST,Daily Digest/House Of Representatives
CREC-2023-01-17,2023-01-17,DAILYDIGEST,Daily Digest/Senate Committee Meetings
CREC-2023-01-17,2023-01-17,DAILYDIGEST,Daily Digest/Senate
CREC-2023-01-03-v168,2023-01-03,SENATE,Adjournment Sine Die
CREC-2023-01-03-v168,2023-01-03,SENATE,Senate
CREC-2023-01-03-v168,2023-01-03,SENATE,Senate
CREC-2023-01-03-v168,2023-01-03,HOUSE,Additional Sponsors
CREC-2023-01-03-v168,2023-01-03,HOUSE,Constitutional Authority Statement For H.R. 9709
CREC-2023-01-03-v168,2023-01-03,HOUSE,Constitutional Authority Statement For H.R. 9708
CREC-2023-01-03-v168,2023-01-03,HOUSE,Constitutional Authority Statement For H.R. 9707
CREC-2023-01-03-v168,2023-01-03,HOUSE,Constitutional Authority Statement For H.R. 9706
CREC-2023-01-03-v168,2023-01-03,HOUSE,Constitutional Authority Statement For H.R. 9705
CREC-2023-01-03-v168,2023-01-03,HOUSE,Constitutional Authority Statement
CREC-2023-01-03-v168,2023-01-03,HOUSE,Public Bills And Resolutions
CREC-2023-01-03-v168,2023-01-03,HOUSE,Recess
CREC-2023-01-03-v168,2023-01-03,HOUSE,Appointment Of Individual To The Commission On Civil Rights
CREC-2023-01-03-v168,2023-01-03,HOUSE,Announcement By The Speaker Pro Tempore
CREC-2023-01-03-v168,2023-01-03,HOUSE,Resignation From The House Of Representatives
CREC-2023-01-03-v168,2023-01-03,HOUSE,Pledge Of Allegiance
CREC-2023-01-03-v168,2023-01-03,HOUSE,The Journal
CREC-2023-01-03-v168,2023-01-03,HOUSE,Prayer
CREC-2023-01-03-v168,2023-01-03,HOUSE,Designation Of The Speaker Pro Tempore
CREC-2023-01-03-v168,2023-01-03,HOUSE,Reports Of Committees On Public Bills And Resolutions
CREC-2023-01-03-v168,2023-01-03,HOUSE,"Executive Communications, Etc."
CREC-2023-01-03-v168,2023-01-03,HOUSE,Sine Die Adjournment
CREC-2023-01-03-v168,2023-01-03,HOUSE,After Recess
CREC-2023-01-03-v168,2023-01-03,HOUSE,House Of Representatives
CREC-2023-01-03-v168,2023-01-03,HOUSE,House Of Representatives
CREC-2023-01-03-v168,2023-01-03,EXTENSIONS,Honoring The Career Of Kelly S. Gill
CREC-2023-01-03-v168,2023-01-03,EXTENSIONS,Honoring Harvest Home Animal Sanctuary'S Lifesaving Animal Rescue Efforts And Commitment To Creating Compassionate Change
CREC-2023-01-03-v168,2023-01-03,EXTENSIONS,Honoring The Career Of Tom Birmingham
CREC-2023-01-03-v168,2023-01-03,EXTENSIONS,"House Foreign Affairs Subcommittee On Europe, Energy, The Environment And Cyber Summary Of Accomplishments"
CREC-2023-01-03-v168,2023-01-03,EXTENSIONS,Tom Rice Appreciation
CREC-2023-01-03-v168,2023-01-03,EXTENSIONS,Honoring The Career Of Michelle Roman
CREC-2023-01-03-v168,2023-01-03,DAILYDIGEST,Congressional Record (Usps 087-390).
CREC-2023-01-03-v168,2023-01-03,DAILYDIGEST,Daily Digest/Committee Meetings For 2023-01-03
CREC-2023-01-03-v168,2023-01-03,DAILYDIGEST,Daily Digest/New Public Laws
CREC-2023-01-03-v168,2023-01-03,DAILYDIGEST,Daily Digest/House Committee Meetings
CREC-2023-01-03-v168,2023-01-03,DAILYDIGEST,Daily Digest/House Of Representatives
CREC-2023-01-03-v168,2023-01-03,DAILYDIGEST,Daily Digest/Senate Committee Meetings
CREC-2023-01-03-v168,2023-01-03,DAILYDIGEST,Daily Digest/Senate
CREC-2023-01-13,2023-01-13,SENATE,"Recess Until Tuesday, January 17, 2023, At 1 P.M."
CREC-2023-01-13,2023-01-13,SENATE,Appointment Of Acting President Pro Tempore
CREC-2023-01-13,2023-01-13,SENATE,Senate
CREC-2023-01-13,2023-01-13,SENATE,Congressional Record
CREC-2023-01-13,2023-01-13,HOUSE,Additional Sponsors
CREC-2023-01-13,2023-01-13,HOUSE,Constitutional Authority And Single Subject Statements
CREC-2023-01-13,2023-01-13,HOUSE,Public Bills And Resolutions
CREC-2023-01-13,2023-01-13,HOUSE,Adjournment
CREC-2023-01-13,2023-01-13,HOUSE,Pledge Of Allegiance
CREC-2023-01-13,2023-01-13,HOUSE,The Journal
CREC-2023-01-13,2023-01-13,HOUSE,Prayer
CREC-2023-01-13,2023-01-13,HOUSE,Designation Of The Speaker Pro Tempore
CREC-2023-01-13,2023-01-13,HOUSE,The House Met At 11 A.M. And Was Called To Order By The Speaker Pro Tempore (Mr. Smith Of Nebraska).
CREC-2023-01-13,2023-01-13,HOUSE,Congressional Record
CREC-2023-01-13,2023-01-13,EXTENSIONS,Honoring The Service Of Jeremy Catob
CREC-2023-01-13,2023-01-13,EXTENSIONS,Personal Explanation
CREC-2023-01-13,2023-01-13,EXTENSIONS,Honoring Dr. Tony Ubalde On His 12 Years Of Public Service
CREC-2023-01-13,2023-01-13,EXTENSIONS,Honoring The Service Of Kahne Loftus
CREC-2023-01-13,2023-01-13,DAILYDIGEST,Daily Digest/Next Meeting Of The Senate + Next Meeting Of The House Of Representatives + Other End Matter
CREC-2023-01-13,2023-01-13,DAILYDIGEST,Daily Digest/Committee Meetings For 2023-01-17
CREC-2023-01-13,2023-01-13,DAILYDIGEST,Daily Digest/House Committee Meetings
CREC-2023-01-13,2023-01-13,DAILYDIGEST,Daily Digest/House Of Representatives
CREC-2023-01-13,2023-01-13,DAILYDIGEST,Daily Digest/Senate Committee Meetings
CREC-2023-01-13,2023-01-13,DAILYDIGEST,Daily Digest/Senate
CREC-2023-01-12,2023-01-12,HOUSE,Additional Sponsors
CREC-2023-01-12,2023-01-12,HOUSE,Constitutional Authority And Single Subject Statements
CREC-2023-01-12,2023-01-12,HOUSE,Public Bills And Resolutions
CREC-2023-01-12,2023-01-12,HOUSE,Expenditure Reports Concerning Official Foreign Travel
CREC-2023-01-12,2023-01-12,HOUSE,Adjournment
CREC-2023-01-12,2023-01-12,HOUSE,Issues Of The Day
CREC-2023-01-12,2023-01-12,HOUSE,Conscience Agenda
CREC-2023-01-12,2023-01-12,HOUSE,Unleashing American Energy
CREC-2023-01-12,2023-01-12,HOUSE,Appointment Of Members To Congressional-Executive Commission On The People'S Republic Of China
CREC-2023-01-12,2023-01-12,HOUSE,Communication From The Speaker
CREC-2023-01-12,2023-01-12,HOUSE,Commemorating Korean American Day
CREC-2023-01-12,2023-01-12,HOUSE,Nysna Strike
CREC-2023-01-12,2023-01-12,HOUSE,Standing Up For Reproductive Rights
CREC-2023-01-12,2023-01-12,HOUSE,Finding Common Ground
CREC-2023-01-12,2023-01-12,HOUSE,Reproductive Rights
CREC-2023-01-12,2023-01-12,HOUSE,Keeping Eastern North Carolinians Healthy
CREC-2023-01-12,2023-01-12,HOUSE,Gratitude For My Family
CREC-2023-01-12,2023-01-12,HOUSE,Strategic Oil Reserve
CREC-2023-01-12,2023-01-12,HOUSE,Year Of The Child
CREC-2023-01-12,2023-01-12,HOUSE,Protecting America'S Strategic Petroleum Reserve
CREC-2023-01-12,2023-01-12,HOUSE,Ready To Serve Constituents As Their Trusted Voice In Government
CREC-2023-01-12,2023-01-12,HOUSE,Rent Is Too High
CREC-2023-01-12,2023-01-12,HOUSE,Hour Of Meeting On Tomorrow
CREC-2023-01-12,2023-01-12,HOUSE,Second Batch Of Classified Documents Found
CREC-2023-01-12,2023-01-12,HOUSE,Solving Problems
CREC-2023-01-12,2023-01-12,HOUSE,Natural Gas Plays A Critical Role
CREC-2023-01-12,2023-01-12,HOUSE,"Celebrating The People And Spirit Of Buffalo, New York"
CREC-2023-01-12,2023-01-12,HOUSE,Celebrating The Life Of C. Lee Butler
CREC-2023-01-12,2023-01-12,HOUSE,Restoring Our Economy
CREC-2023-01-12,2023-01-12,HOUSE,Recognizing Constituents From India
CREC-2023-01-12,2023-01-12,HOUSE,Honoring Sherri Jackson
CREC-2023-01-12,2023-01-12,HOUSE,Congratulating The University Of Georgia Bulldogs
CREC-2023-01-12,2023-01-12,HOUSE,Honoring Damar Hamlin
CREC-2023-01-12,2023-01-12,HOUSE,Protecting America'S Strategic Petroleum Reserve From China Act
CREC-2023-01-12,2023-01-12,HOUSE,House Democrats Are United
CREC-2023-01-12,2023-01-12,HOUSE,Steel Industry Is The Backbone Of Our Nation'S Infrastructure
CREC-2023-01-12,2023-01-12,HOUSE,Recognizing School Board Member Appreciation Month
CREC-2023-01-12,2023-01-12,HOUSE,Honoring Dr. Jonathan Flores
CREC-2023-01-12,2023-01-12,HOUSE,Not What The American People Signed Up For
CREC-2023-01-12,2023-01-12,HOUSE,Congratulating Shinglehouse American Legion Post 503
CREC-2023-01-12,2023-01-12,HOUSE,Commitment To Democratic Freedom In Brazil
CREC-2023-01-12,2023-01-12,HOUSE,Celebrating Korean American Day
CREC-2023-01-12,2023-01-12,HOUSE,Congratulating The Kapusinski Family
CREC-2023-01-12,2023-01-12,HOUSE,Announcement By The Speaker
CREC-2023-01-12,2023-01-12,HOUSE,Pledge Of Allegiance
CREC-2023-01-12,2023-01-12,HOUSE,The Journal
CREC-2023-01-12,2023-01-12,HOUSE,Prayer
CREC-2023-01-12,2023-01-12,HOUSE,Senate
CREC-2023-01-12,2023-01-12,EXTENSIONS,Honoring The Life Of Brian Dequincy Newman
CREC-2023-01-12,2023-01-12,EXTENSIONS,Honoring The Life Of Harry Aubrey Martin
CREC-2023-01-12,2023-01-12,EXTENSIONS,Honoring Kathleen Kline-Hudson
CREC-2023-01-12,2023-01-12,EXTENSIONS,Celebrating The Life Of The Honorable Mel Hannah
CREC-2023-01-12,2023-01-12,EXTENSIONS,Honoring The Life Of Mr. James Madison ``Jim'' Thomas
CREC-2023-01-12,2023-01-12,EXTENSIONS,Celebrating Ucla Women'S Soccer 2022 National Championship
CREC-2023-01-12,2023-01-12,EXTENSIONS,Honoring The Life Of John Elliott Of Warsaw
CREC-2023-01-12,2023-01-12,EXTENSIONS,"Honoring The 25Th Anniversary Of Sherri Jackson As Cbs 42 News Anchor In Birmingham, Al"
CREC-2023-01-12,2023-01-12,EXTENSIONS,Born-Alive Abortion Survivors Protection Act
CREC-2023-01-12,2023-01-12,EXTENSIONS,"Honoring The Life Of Petty Officer Third Class Will Martin, Jr."
CREC-2023-01-12,2023-01-12,EXTENSIONS,Honoring The Life Of Arthur A. Murphy
CREC-2023-01-12,2023-01-12,EXTENSIONS,Honoring The Service Of John Parvensky
CREC-2023-01-12,2023-01-12,EXTENSIONS,"Honoring The Life Of Rowland Hill Geddie, Jr."
CREC-2023-01-12,2023-01-12,DAILYDIGEST,Daily Digest/Next Meeting Of The Senate + Next Meeting Of The House Of Representatives + Other End Matter
CREC-2023-01-12,2023-01-12,DAILYDIGEST,Daily Digest/Committee Meetings For 2023-01-13
CREC-2023-01-12,2023-01-12,DAILYDIGEST,Daily Digest/House Committee Meetings
CREC-2023-01-12,2023-01-12,DAILYDIGEST,Daily Digest/House Of Representatives
CREC-2023-01-12,2023-01-12,DAILYDIGEST,Daily Digest/Senate Committee Meetings
CREC-2023-01-12,2023-01-12,DAILYDIGEST,Daily Digest/Senate
CREC-2023-01-11,2023-01-11,HOUSE,Deletion Of Sponsors
CREC-2023-01-11,2023-01-11,HOUSE,Additional Sponsors
CREC-2023-01-11,2023-01-11,HOUSE,Constitutional Authority And Single Subject Statements
CREC-2023-01-11,2023-01-11,HOUSE,Public Bills And Resolutions
CREC-2023-01-11,2023-01-11,HOUSE,"Executive Communications, Etc."
CREC-2023-01-11,2023-01-11,HOUSE,Adjournment
CREC-2023-01-11,2023-01-11,HOUSE,The Job Of A Congressperson
CREC-2023-01-11,2023-01-11,HOUSE,Hour Of Meeting On Tomorrow
CREC-2023-01-11,2023-01-11,HOUSE,Why The Fiscal House Of The United States Is Collapsing
CREC-2023-01-11,2023-01-11,HOUSE,Airport Delays And Cancellations
CREC-2023-01-11,2023-01-11,HOUSE,"Recognizing Paul Bandy, Aimee Johns, And Heath Braddock"
CREC-2023-01-11,2023-01-11,HOUSE,25Th Anniversary Of The Good Friday Agreement
CREC-2023-01-11,2023-01-11,HOUSE,Recognizing Dr. Chris Farnitano
CREC-2023-01-11,2023-01-11,HOUSE,Republicans Have Gutted The Office Of Congressional Ethics
CREC-2023-01-11,2023-01-11,HOUSE,Standing Up For Reproductive Freedom And Reproductive Justice
CREC-2023-01-11,2023-01-11,HOUSE,Honoring Ed Hannon
CREC-2023-01-11,2023-01-11,HOUSE,Honoring James Holmes
CREC-2023-01-11,2023-01-11,HOUSE,Thanking First Responders
CREC-2023-01-11,2023-01-11,HOUSE,Uniting In Prayer
CREC-2023-01-11,2023-01-11,HOUSE,Honoring Delta Sigma Theta Sorority Founders' Day 110Th Anniversary
CREC-2023-01-11,2023-01-11,HOUSE,Congratulating Rick Deasy
CREC-2023-01-11,2023-01-11,HOUSE,Weakened Governmental Oversight
CREC-2023-01-11,2023-01-11,HOUSE,Remembering Frank Emond
CREC-2023-01-11,2023-01-11,HOUSE,Removal Of Name Of Member As Cosponsor Of H.R. 27
CREC-2023-01-11,2023-01-11,HOUSE,"Expressing The Sense Of Congress Condemning The Recent Attacks On Pro- Life Facilities, Groups, And Churches"
CREC-2023-01-11,2023-01-11,HOUSE,Born-Alive Abortion Survivors Protection Act
CREC-2023-01-11,2023-01-11,HOUSE,Announcement By The Speaker Pro Tempore
CREC-2023-01-11,2023-01-11,HOUSE,After Recess
CREC-2023-01-11,2023-01-11,HOUSE,Recess
CREC-2023-01-11,2023-01-11,HOUSE,Born-Alive Abortion Survivors Protection Act
CREC-2023-01-11,2023-01-11,HOUSE,"Expressing The Sense Of Congress Condemning The Recent Attacks On Pro- Life Facilities, Groups, And Churches"
CREC-2023-01-11,2023-01-11,HOUSE,"Communication From Deputy District Director, The Honorable Jacob Laturner, Member Of Congress"
CREC-2023-01-11,2023-01-11,HOUSE,"Communication From District Director, The Honorable Jacob Laturner, Member Of Congress"
CREC-2023-01-11,2023-01-11,HOUSE,"Communication From Military Liaison, The Honorable Jacob Laturner, Member Of Congress"
CREC-2023-01-11,2023-01-11,HOUSE,"Communication From Chief Of Staff, The Honorable Jacob Laturner, Member Of Congress"
CREC-2023-01-11,2023-01-11,HOUSE,"Communication From The Honorable Jacob Laturner, Member Of Congress"
CREC-2023-01-11,2023-01-11,HOUSE,Significance Of The United States Capitol
CREC-2023-01-11,2023-01-11,HOUSE,Condemning All Acts Of Violence
CREC-2023-01-11,2023-01-11,HOUSE,Condemning Attacks On Life-Affirming Facilities
CREC-2023-01-11,2023-01-11,HOUSE,Shaft The Taxpayers
CREC-2023-01-11,2023-01-11,HOUSE,Condemning Intimidation Tactics Of Pro-Abortion Activists
CREC-2023-01-11,2023-01-11,HOUSE,Reproductive Rights And Freedoms
CREC-2023-01-11,2023-01-11,HOUSE,Violent Attacks On Pro-Life Organizations And Facilities
CREC-2023-01-11,2023-01-11,HOUSE,Commemorate The Life Of James Thomas Wilbun
CREC-2023-01-11,2023-01-11,HOUSE,The Pandemic Is Over
CREC-2023-01-11,2023-01-11,HOUSE,Remembering Chief Mcintire And Honoring Officer Schrecengost
CREC-2023-01-11,2023-01-11,HOUSE,Honoring Nebraska'S 41St Governor Jim Pillen
CREC-2023-01-11,2023-01-11,HOUSE,Reproductive Rights And Freedoms
CREC-2023-01-11,2023-01-11,HOUSE,Protecting The Unborn
CREC-2023-01-11,2023-01-11,HOUSE,Reproductive Rights And Freedoms
CREC-2023-01-11,2023-01-11,HOUSE,Florida Keys Migrant Crisis
CREC-2023-01-11,2023-01-11,HOUSE,Guaranteeing Americans Access To Accurate Health Information
CREC-2023-01-11,2023-01-11,HOUSE,Defending The Most Vulnerable Population
CREC-2023-01-11,2023-01-11,HOUSE,Condemn All Acts Of Political Violence
CREC-2023-01-11,2023-01-11,HOUSE,Celebrating National Milk Day
CREC-2023-01-11,2023-01-11,HOUSE,Good Time For Pennsylvania
CREC-2023-01-11,2023-01-11,HOUSE,Our Ongoing Border Crisis
CREC-2023-01-11,2023-01-11,HOUSE,Human Trafficking Awareness Day
CREC-2023-01-11,2023-01-11,HOUSE,"Promises Made, Promises Kept"
CREC-2023-01-11,2023-01-11,HOUSE,Announcement By The Speaker
CREC-2023-01-11,2023-01-11,HOUSE,Pledge Of Allegiance
CREC-2023-01-11,2023-01-11,HOUSE,The Journal
CREC-2023-01-11,2023-01-11,HOUSE,Announcement By The Speaker
CREC-2023-01-11,2023-01-11,HOUSE,Prayer
CREC-2023-01-11,2023-01-11,HOUSE,After Recess
CREC-2023-01-11,2023-01-11,HOUSE,Recess
CREC-2023-01-11,2023-01-11,HOUSE,Commemorating The Life And Service Of Brian Clint Worley
CREC-2023-01-11,2023-01-11,HOUSE,"Celebrating The Life Of Robert Bowles, Jr."
CREC-2023-01-11,2023-01-11,HOUSE,Commitment To The Big First
CREC-2023-01-11,2023-01-11,HOUSE,Sheriff John D'Agostini Served His Community Well
CREC-2023-01-11,2023-01-11,HOUSE,Strong Nations Need Tax Collection
CREC-2023-01-11,2023-01-11,HOUSE,Good Morning To The House Of Representatives
CREC-2023-01-11,2023-01-11,HOUSE,Recognizing The Best Of The First Congressional District Of South Carolina
CREC-2023-01-11,2023-01-11,HOUSE,Saving Lives
CREC-2023-01-11,2023-01-11,HOUSE,"Condemning Recent Attacks On Pro-Life Facilities, Groups, And Churches"
CREC-2023-01-11,2023-01-11,HOUSE,Pennsylvania Farm Show
CREC-2023-01-11,2023-01-11,HOUSE,Restoring Normalcy In America
CREC-2023-01-11,2023-01-11,HOUSE,Securing A Better Future For Generations To Come
CREC-2023-01-11,2023-01-11,HOUSE,We Can'T Go Back
CREC-2023-01-11,2023-01-11,HOUSE,Responding To California'S Weather Emergency
CREC-2023-01-11,2023-01-11,HOUSE,Opposing Extreme Anti-Abortion Agenda
CREC-2023-01-11,2023-01-11,HOUSE,Recognizing The Life And Legacy Of Bill Steiner
CREC-2023-01-11,2023-01-11,HOUSE,Water And Drought Conditions In California
CREC-2023-01-11,2023-01-11,HOUSE,Postsecondary Education Is In Dire Straits
CREC-2023-01-11,2023-01-11,HOUSE,Issues Facing American Families
CREC-2023-01-11,2023-01-11,HOUSE,Morning-Hour Debate
CREC-2023-01-11,2023-01-11,HOUSE,Designation Of Speaker Pro Tempore
CREC-2023-01-11,2023-01-11,HOUSE,Senate
CREC-2023-01-11,2023-01-11,EXTENSIONS,Honoring Holland White On His Four Years Of Public Service
CREC-2023-01-11,2023-01-11,EXTENSIONS,Celebrating Colonel Antoinette Gant'S Promotion To Brigadier General In The United States Army
CREC-2023-01-11,2023-01-11,EXTENSIONS,Commending The Inclusion Of An All-Female Division In The Quebec International Pee-Wee Hockey Tournament 2023
CREC-2023-01-11,2023-01-11,EXTENSIONS,No Vote On Anti-Choice H.R. 26 And H. Con. Res. 3
CREC-2023-01-11,2023-01-11,EXTENSIONS,Celebrating The Life Of Deputy Sonny Johnson
CREC-2023-01-11,2023-01-11,EXTENSIONS,Honoring Jay Pendergraph On His 19 Years Of Public Service
CREC-2023-01-11,2023-01-11,EXTENSIONS,Tribute To Gerald ``Bud'' Chittom
CREC-2023-01-11,2023-01-11,EXTENSIONS,Recognizing The Retirement Of Dale Clarmont
CREC-2023-01-11,2023-01-11,EXTENSIONS,"Supporting The Omnibus Appropriations And Consolidated Appropriations Act, 2023"
CREC-2023-01-11,2023-01-11,EXTENSIONS,Honoring Howard Ganter For 44 Years Of Service At The Arc Jefferson-- St. Lawrence
CREC-2023-01-11,2023-01-11,EXTENSIONS,Honoring The Life Of George Bryan
CREC-2023-01-11,2023-01-11,EXTENSIONS,Honoring Timothy Burke On His 26 Years Of Public Service
CREC-2023-01-10,2023-01-10,SENATE,"Recess Until Friday, January 13, 2023, At 1:30 P.M."
CREC-2023-01-10,2023-01-10,SENATE,Appointment Of Acting President Pro Tempore
CREC-2023-01-10,2023-01-10,SENATE,Senate
CREC-2023-01-10,2023-01-10,SENATE,Congressional Record
CREC-2023-01-10,2023-01-10,HOUSE,Additional Sponsors
CREC-2023-01-10,2023-01-10,HOUSE,Constitutional Authority And Single Subject Statements
CREC-2023-01-10,2023-01-10,HOUSE,Public Bills And Resolutions
CREC-2023-01-10,2023-01-10,HOUSE,"Executive Communications, Etc."
CREC-2023-01-10,2023-01-10,HOUSE,Adjournment
CREC-2023-01-10,2023-01-10,HOUSE,118Th Congress Regulations For Use Of Deposition Authority And Remote Participation Of Committee Witnesses
CREC-2023-01-10,2023-01-10,HOUSE,Introducing New Legislation
CREC-2023-01-10,2023-01-10,HOUSE,Passing Important Legislation
CREC-2023-01-10,2023-01-10,HOUSE,Congratulating The Tcu Horned Frogs
CREC-2023-01-10,2023-01-10,HOUSE,Ready To Get To Work
CREC-2023-01-10,2023-01-10,HOUSE,Crisis At The Southern Border
CREC-2023-01-10,2023-01-10,HOUSE,Complimenting Steve Hartman
CREC-2023-01-10,2023-01-10,HOUSE,Go Dawgs
CREC-2023-01-10,2023-01-10,HOUSE,Cuts To The Irs
CREC-2023-01-10,2023-01-10,HOUSE,National Law Enforcement Appreciation Day
CREC-2023-01-10,2023-01-10,HOUSE,Electing Members To Certain Standing Committees Of The House Of Representatives
CREC-2023-01-10,2023-01-10,HOUSE,Electing Members To Certain Standing Committees Of The House Of Representatives
CREC-2023-01-10,2023-01-10,HOUSE,Select Subcommittee On The Weaponization Of The Federal Government
CREC-2023-01-10,2023-01-10,HOUSE,Select Committee On The Strategic Competition Between The United States And The Chinese Communist Party
CREC-2023-01-10,2023-01-10,HOUSE,Announcement By The Speaker Pro Tempore
CREC-2023-01-10,2023-01-10,HOUSE,Swearing In Of Resident Commissioner-Elect
CREC-2023-01-10,2023-01-10,HOUSE,After Recess
CREC-2023-01-10,2023-01-10,HOUSE,Recess
CREC-2023-01-10,2023-01-10,HOUSE,Select Subcommittee On The Weaponization Of The Federal Government
CREC-2023-01-10,2023-01-10,HOUSE,Select Committee On The Strategic Competition Between The United States And The Chinese Communist Party
CREC-2023-01-10,2023-01-10,HOUSE,Commemorating The Service Of Ron Butler
CREC-2023-01-10,2023-01-10,HOUSE,Honoring Denny Kellington
CREC-2023-01-10,2023-01-10,HOUSE,Congratulating 2023 Football National Champions
CREC-2023-01-10,2023-01-10,HOUSE,Priorities For South Texas
CREC-2023-01-10,2023-01-10,HOUSE,Defending The Unborn
CREC-2023-01-10,2023-01-10,HOUSE,Funding Of Foreign Mining
CREC-2023-01-10,2023-01-10,HOUSE,Honoring The Service Of Donald William Nottoli
CREC-2023-01-10,2023-01-10,HOUSE,Grateful For New Leadership
CREC-2023-01-10,2023-01-10,HOUSE,Fostering Better Connections
CREC-2023-01-10,2023-01-10,HOUSE,Tax Relief For Disaster Victims
CREC-2023-01-10,2023-01-10,HOUSE,Announcement By The Speaker Pro Tempore
CREC-2023-01-10,2023-01-10,HOUSE,Pledge Of Allegiance
CREC-2023-01-10,2023-01-10,HOUSE,The Journal
CREC-2023-01-10,2023-01-10,HOUSE,Prayer
CREC-2023-01-10,2023-01-10,HOUSE,After Recess
CREC-2023-01-10,2023-01-10,HOUSE,Recess
CREC-2023-01-10,2023-01-10,HOUSE,Water Supply In California
CREC-2023-01-10,2023-01-10,HOUSE,Protect Born Alive Babies
CREC-2023-01-10,2023-01-10,HOUSE,Recognizing The Service Of Mark Butler
CREC-2023-01-10,2023-01-10,HOUSE,Securing Our Border
CREC-2023-01-10,2023-01-10,HOUSE,Unleashing American Energy Dominance
CREC-2023-01-10,2023-01-10,HOUSE,Recognizing The Pella Marching Dutch
CREC-2023-01-10,2023-01-10,HOUSE,Honoring The Life Of Freda Flansburg
CREC-2023-01-10,2023-01-10,HOUSE,Honoring Walter Raymond Bowers
CREC-2023-01-10,2023-01-10,HOUSE,Helping The Rich And Powerful Avoid Taxes
CREC-2023-01-10,2023-01-10,HOUSE,Fulfilling Our Commitment To America
CREC-2023-01-10,2023-01-10,HOUSE,Workforce Versus Labor
CREC-2023-01-10,2023-01-10,HOUSE,Morning-Hour Debate
CREC-2023-01-10,2023-01-10,HOUSE,Designation Of Speaker Pro Tempore
CREC-2023-01-10,2023-01-10,HOUSE,House Of Representatives
CREC-2023-01-10,2023-01-10,HOUSE,Congressional Record
CREC-2023-01-10,2023-01-10,EXTENSIONS,Neil M. Larimer
CREC-2023-01-10,2023-01-10,EXTENSIONS,Honoring The Life Of Ricardo Molina Sr.
CREC-2023-01-10,2023-01-10,EXTENSIONS,"Recognizing Lieutenant General Steven Roger Rudder, United States Marine Corps (Retired)"
CREC-2023-01-10,2023-01-10,EXTENSIONS,Recognizing The Trantham Family As Alabama'S Outstanding Young Farm Family
CREC-2023-01-10,2023-01-10,EXTENSIONS,Honoring The Life And Service Of Mrs. Cathy Morgan Richardson
